# step,train_loss,test_loss,train_acc,test_acc
1.000000000000000000e+02,4.607546329498291016e+00,4.610338211059570312e+00,0.000000000000000000e+00,9.777525860847385147e-03
2.000000000000000000e+02,4.560582160949707031e+00,4.616068363189697266e+00,3.125000000000000000e-02,7.368570213971943096e-03
3.000000000000000000e+02,4.249112129211425781e+00,4.782929897308349609e+00,6.250000000000000000e-02,3.542581833640357208e-03
4.000000000000000000e+02,4.254308700561523438e+00,4.935565471649169922e+00,7.812500000000000000e-02,2.408955646875442919e-03
5.000000000000000000e+02,3.958598613739013672e+00,5.061292171478271484e+00,3.125000000000000000e-02,2.267252373529828578e-03
6.000000000000000000e+02,3.572275638580322266e+00,5.169445037841796875e+00,2.187500000000000000e-01,2.550658920221057259e-03
7.000000000000000000e+02,3.509063720703125000e+00,5.242752552032470703e+00,1.250000000000000000e-01,3.967691653677199795e-03
8.000000000000000000e+02,2.950443506240844727e+00,5.226024627685546875e+00,2.968750000000000000e-01,4.817911293750885837e-03
9.000000000000000000e+02,2.250119686126708984e+00,4.861526489257812500e+00,5.625000000000000000e-01,1.289499787445090064e-02
1.000000000000000000e+03,1.389050483703613281e+00,4.148182868957519531e+00,8.281250000000000000e-01,3.386708232960181086e-02
1.100000000000000000e+03,1.197988390922546387e+00,3.754463672637939453e+00,7.500000000000000000e-01,5.724812243162816922e-02
1.200000000000000000e+03,8.394349813461303711e-01,3.741805553436279297e+00,8.906250000000000000e-01,6.249114354541589894e-02
1.300000000000000000e+03,5.394632220268249512e-01,3.756419897079467773e+00,1.000000000000000000e+00,7.014312030607906812e-02
1.400000000000000000e+03,5.549020767211914062e-01,3.862229824066162109e+00,9.687500000000000000e-01,6.801757120589485561e-02
1.500000000000000000e+03,3.163906931877136230e-01,3.917567253112792969e+00,9.843750000000000000e-01,8.388833782060366173e-02
1.600000000000000000e+03,1.960823684930801392e-01,4.052199840545654297e+00,1.000000000000000000e+00,7.751169052005101034e-02
1.700000000000000000e+03,3.040609657764434814e-01,4.044966220855712891e+00,1.000000000000000000e+00,7.722828397335979034e-02
1.800000000000000000e+03,2.731586098670959473e-01,4.225212097167968750e+00,9.531250000000000000e-01,7.552784469321241478e-02
1.900000000000000000e+03,1.757062375545501709e-01,4.176853656768798828e+00,9.843750000000000000e-01,7.751169052005101034e-02
2.000000000000000000e+03,9.922053664922714233e-02,4.187597274780273438e+00,1.000000000000000000e+00,8.275471163383874007e-02
2.100000000000000000e+03,1.999801099300384521e-01,4.166635990142822266e+00,9.843750000000000000e-01,8.813943602097208674e-02
2.200000000000000000e+03,1.051932126283645630e-01,4.177591800689697266e+00,1.000000000000000000e+00,8.799773274762646980e-02
2.300000000000000000e+03,2.034322023391723633e-01,4.205687999725341797e+00,9.687500000000000000e-01,8.983987530111946229e-02
2.400000000000000000e+03,7.105806469917297363e-02,4.060439586639404297e+00,1.000000000000000000e+00,1.081195975627037009e-01
2.500000000000000000e+03,3.408980369567871094e-01,4.232727527618408203e+00,9.218750000000000000e-01,9.154031458126682397e-02
2.600000000000000000e+03,1.180971562862396240e-01,3.992285490036010742e+00,1.000000000000000000e+00,1.057106419158282545e-01
2.700000000000000000e+03,2.145584076642990112e-01,3.957714080810546875e+00,9.375000000000000000e-01,1.113787728496528212e-01
2.800000000000000000e+03,1.128930002450942993e-01,3.862610816955566406e+00,1.000000000000000000e+00,1.190307496103159973e-01
2.900000000000000000e+03,1.578264981508255005e-01,3.899545192718505859e+00,9.687500000000000000e-01,1.187473430636247634e-01
3.000000000000000000e+03,6.357013434171676636e-02,3.499310970306396484e+00,1.000000000000000000e+00,1.545982712200651699e-01
3.100000000000000000e+03,2.416488230228424072e-01,3.407552480697631836e+00,9.375000000000000000e-01,1.655094232676774801e-01
3.200000000000000000e+03,7.176918536424636841e-02,2.953854084014892578e+00,1.000000000000000000e+00,2.202068867790845930e-01
3.300000000000000000e+03,1.618853658437728882e-01,2.785784482955932617e+00,9.843750000000000000e-01,2.457134759812951708e-01
3.400000000000000000e+03,9.126377105712890625e-02,2.379323244094848633e+00,1.000000000000000000e+00,3.154314864673373742e-01
3.500000000000000000e+03,1.100754588842391968e-01,2.228268146514892578e+00,1.000000000000000000e+00,3.505738982570497653e-01
3.600000000000000000e+03,1.055625006556510925e-01,1.717226862907409668e+00,9.843750000000000000e-01,4.657786594870341745e-01
3.700000000000000000e+03,7.115072757005691528e-02,1.491190075874328613e+00,1.000000000000000000e+00,5.309621652260166913e-01
3.800000000000000000e+03,2.376629784703254700e-02,5.637872219085693359e-01,1.000000000000000000e+00,8.414340371262576390e-01
3.900000000000000000e+03,1.413780450820922852e-02,4.579972922801971436e-01,1.000000000000000000e+00,8.864956780501629385e-01
4.000000000000000000e+03,2.030043676495552063e-02,1.687409579753875732e-01,1.000000000000000000e+00,9.777525860847385841e-01
4.100000000000000000e+03,4.296839237213134766e-03,5.298122018575668335e-02,1.000000000000000000e+00,9.992914836332719153e-01
4.200000000000000000e+03,3.764775581657886505e-03,3.560526669025421143e-02,1.000000000000000000e+00,1.000000000000000000e+00
4.300000000000000000e+03,1.658021006733179092e-03,1.845804415643215179e-02,1.000000000000000000e+00,1.000000000000000000e+00
4.400000000000000000e+03,4.550919532775878906e-01,6.284610629081726074e-01,8.750000000000000000e-01,8.074252515233102390e-01
4.500000000000000000e+03,5.659627262502908707e-03,2.024932764470577240e-02,1.000000000000000000e+00,1.000000000000000000e+00
4.600000000000000000e+03,3.400922054424881935e-03,1.177357975393533707e-02,1.000000000000000000e+00,1.000000000000000000e+00
4.700000000000000000e+03,2.381935017183423042e-03,6.505584809929132462e-03,1.000000000000000000e+00,1.000000000000000000e+00
4.800000000000000000e+03,1.467649475671350956e-03,2.980170771479606628e-03,1.000000000000000000e+00,1.000000000000000000e+00
4.900000000000000000e+03,5.790034192614257336e-04,1.203449675813317299e-03,1.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e+03,2.958915829658508301e-01,4.713338315486907959e-01,9.218750000000000000e-01,8.592886495678050407e-01
5.100000000000000000e+03,3.089992329478263855e-03,6.717668380588293076e-03,1.000000000000000000e+00,1.000000000000000000e+00
5.200000000000000000e+03,2.546981442719697952e-03,4.470485262572765350e-03,1.000000000000000000e+00,1.000000000000000000e+00
5.300000000000000000e+03,1.952985883690416813e-03,2.866695635020732880e-03,1.000000000000000000e+00,1.000000000000000000e+00
5.400000000000000000e+03,1.171020208857953548e-03,1.518195611424744129e-03,1.000000000000000000e+00,1.000000000000000000e+00
5.500000000000000000e+03,5.524785374291241169e-04,6.442726007662713528e-04,1.000000000000000000e+00,1.000000000000000000e+00
5.600000000000000000e+03,2.160056465072557330e-04,2.980015415232628584e-04,1.000000000000000000e+00,1.000000000000000000e+00
5.700000000000000000e+03,1.841893233358860016e-02,2.434502728283405304e-02,1.000000000000000000e+00,9.984412639931982136e-01
5.800000000000000000e+03,2.368464134633541107e-03,3.715235507115721703e-03,1.000000000000000000e+00,1.000000000000000000e+00
5.900000000000000000e+03,1.923172734677791595e-03,2.622074447572231293e-03,1.000000000000000000e+00,1.000000000000000000e+00
6.000000000000000000e+03,1.385798444971442223e-03,1.783332321792840958e-03,1.000000000000000000e+00,1.000000000000000000e+00
6.100000000000000000e+03,8.251356775872409344e-04,9.139240137301385403e-04,1.000000000000000000e+00,1.000000000000000000e+00
6.200000000000000000e+03,3.720172389876097441e-04,4.078571218997240067e-04,1.000000000000000000e+00,1.000000000000000000e+00
6.300000000000000000e+03,5.262253284454345703e-01,6.019960045814514160e-01,8.437500000000000000e-01,8.108261300836049346e-01
6.400000000000000000e+03,2.500755712389945984e-03,4.284272901713848114e-03,1.000000000000000000e+00,1.000000000000000000e+00
6.500000000000000000e+03,2.365603111684322357e-03,3.007119521498680115e-03,1.000000000000000000e+00,1.000000000000000000e+00
6.600000000000000000e+03,1.902361633256077766e-03,2.142600249499082565e-03,1.000000000000000000e+00,1.000000000000000000e+00
6.700000000000000000e+03,1.122922636568546295e-03,1.277134404517710209e-03,1.000000000000000000e+00,1.000000000000000000e+00
6.800000000000000000e+03,5.212171818129718304e-04,5.712202400900423527e-04,1.000000000000000000e+00,1.000000000000000000e+00
6.900000000000000000e+03,2.280348853673785925e-04,2.547394542489200830e-04,1.000000000000000000e+00,1.000000000000000000e+00
7.000000000000000000e+03,3.122496977448463440e-02,4.387313500046730042e-02,1.000000000000000000e+00,9.965991214397053044e-01
7.100000000000000000e+03,2.398208016529679298e-03,4.832695703953504562e-03,1.000000000000000000e+00,9.998582967266543831e-01
7.200000000000000000e+03,2.237464534118771553e-03,3.168162656947970390e-03,1.000000000000000000e+00,9.998582967266543831e-01
7.300000000000000000e+03,1.713846926577389240e-03,2.066965680569410324e-03,1.000000000000000000e+00,1.000000000000000000e+00
