# step,train_loss,test_loss,train_acc,test_acc
1.000000000000000000e+02,4.610218524932861328e+00,4.651010036468505859e+00,3.125000000000000000e-02,1.446162657502863755e-02
2.000000000000000000e+02,4.336034297943115234e+00,4.829014301300048828e+00,4.687500000000000000e-02,1.345933562428407865e-02
3.000000000000000000e+02,4.101726531982421875e+00,4.880979537963867188e+00,7.812500000000000000e-02,1.345933562428407865e-02
4.000000000000000000e+02,4.474361896514892578e+00,4.891709327697753906e+00,1.562500000000000000e-02,1.374570446735395163e-02
5.000000000000000000e+02,3.592382192611694336e+00,4.221636772155761719e+00,1.250000000000000000e-01,2.305269186712485818e-02
6.000000000000000000e+02,3.108924627304077148e+00,3.514488458633422852e+00,1.250000000000000000e-01,3.980526918671248304e-02
7.000000000000000000e+02,2.146931648254394531e+00,2.265992164611816406e+00,2.656250000000000000e-01,2.398339060710194814e-01
8.000000000000000000e+02,1.923617005348205566e+00,1.956928014755249023e+00,3.125000000000000000e-01,2.709049255441007831e-01
9.000000000000000000e+02,1.702854990959167480e+00,1.774894356727600098e+00,3.281250000000000000e-01,3.296105383734249661e-01
1.000000000000000000e+03,1.820484161376953125e+00,1.756757020950317383e+00,3.125000000000000000e-01,3.004009163802978111e-01
1.100000000000000000e+03,1.783710598945617676e+00,1.746903538703918457e+00,3.125000000000000000e-01,3.095647193585338020e-01
1.200000000000000000e+03,1.755045771598815918e+00,1.747595310211181641e+00,3.125000000000000000e-01,2.986827033218785732e-01
1.300000000000000000e+03,1.674210906028747559e+00,1.733214974403381348e+00,3.437500000000000000e-01,3.064146620847651992e-01
1.400000000000000000e+03,1.820267081260681152e+00,1.739642381668090820e+00,2.500000000000000000e-01,2.963917525773195893e-01
1.500000000000000000e+03,1.737644791603088379e+00,1.678562045097351074e+00,2.656250000000000000e-01,3.308991981672393945e-01
1.600000000000000000e+03,1.756288766860961914e+00,1.798714160919189453e+00,2.812500000000000000e-01,3.065578465063001357e-01
1.700000000000000000e+03,1.618970870971679688e+00,1.653807044029235840e+00,3.750000000000000000e-01,3.482245131729667653e-01
1.800000000000000000e+03,1.698272347450256348e+00,1.609634399414062500e+00,3.750000000000000000e-01,3.724226804123711432e-01
1.900000000000000000e+03,1.699100732803344727e+00,1.649863839149475098e+00,4.062500000000000000e-01,3.496563573883161302e-01
2.000000000000000000e+03,1.822547674179077148e+00,1.780997991561889648e+00,2.812500000000000000e-01,2.764891179839633617e-01
2.100000000000000000e+03,1.829212188720703125e+00,1.724854111671447754e+00,2.812500000000000000e-01,3.102806414662084844e-01
2.200000000000000000e+03,1.559285640716552734e+00,1.663968801498413086e+00,4.218750000000000000e-01,3.496563573883161302e-01
2.300000000000000000e+03,1.640133380889892578e+00,1.725274205207824707e+00,3.750000000000000000e-01,3.031214203894616044e-01
2.400000000000000000e+03,1.689844012260437012e+00,1.743638038635253906e+00,3.125000000000000000e-01,2.809278350515463929e-01
2.500000000000000000e+03,1.857141613960266113e+00,1.783647060394287109e+00,3.593750000000000000e-01,2.912371134020618757e-01
2.600000000000000000e+03,1.581500053405761719e+00,1.681186437606811523e+00,4.843750000000000000e-01,3.457903780068728450e-01
2.700000000000000000e+03,1.610356450080871582e+00,1.711467623710632324e+00,3.906250000000000000e-01,3.343356242840778703e-01
2.800000000000000000e+03,1.825343966484069824e+00,1.674383640289306641e+00,3.281250000000000000e-01,3.390607101947308299e-01
2.900000000000000000e+03,1.623240470886230469e+00,1.738317489624023438e+00,3.593750000000000000e-01,3.042668957617410963e-01
3.000000000000000000e+03,1.683410763740539551e+00,1.774165749549865723e+00,3.281250000000000000e-01,3.062714776632302627e-01
3.100000000000000000e+03,1.657488226890563965e+00,1.635352492332458496e+00,3.437500000000000000e-01,3.538087056128293439e-01
3.200000000000000000e+03,1.631129503250122070e+00,1.778534412384033203e+00,4.375000000000000000e-01,3.277491408934707917e-01
3.300000000000000000e+03,1.789016366004943848e+00,1.696262955665588379e+00,3.437500000000000000e-01,3.311855670103092675e-01
3.400000000000000000e+03,1.750309705734252930e+00,1.851045608520507812e+00,2.343750000000000000e-01,2.747709049255441238e-01
3.500000000000000000e+03,1.538740634918212891e+00,1.619374394416809082e+00,4.062500000000000000e-01,3.719931271477663337e-01
3.600000000000000000e+03,1.730052828788757324e+00,1.760269880294799805e+00,4.687500000000000000e-01,3.284650630011454742e-01
3.700000000000000000e+03,1.663159370422363281e+00,1.770129799842834473e+00,3.333333333333333148e-01,3.021191294387170490e-01
3.800000000000000000e+03,1.865301728248596191e+00,1.708775997161865234e+00,2.500000000000000000e-01,3.197308132875142928e-01
3.900000000000000000e+03,1.658083558082580566e+00,1.692488193511962891e+00,4.531250000000000000e-01,3.442153493699885436e-01
4.000000000000000000e+03,1.657523870468139648e+00,1.733237266540527344e+00,4.062500000000000000e-01,3.150057273768613886e-01
4.100000000000000000e+03,1.796692013740539551e+00,1.891634702682495117e+00,3.437500000000000000e-01,2.590206185567010544e-01
4.200000000000000000e+03,1.648187279701232910e+00,1.745936155319213867e+00,4.843750000000000000e-01,3.157216494845360710e-01
4.300000000000000000e+03,1.707803249359130859e+00,1.657892942428588867e+00,2.968750000000000000e-01,3.502290950744558762e-01
4.400000000000000000e+03,1.754407644271850586e+00,1.695050716400146484e+00,2.031250000000000000e-01,3.182989690721649279e-01
4.500000000000000000e+03,1.687685251235961914e+00,1.642640471458435059e+00,3.750000000000000000e-01,3.652634593356242632e-01
4.600000000000000000e+03,1.600083470344543457e+00,1.764061212539672852e+00,3.593750000000000000e-01,2.989690721649484462e-01
4.700000000000000000e+03,1.692464947700500488e+00,1.742312312126159668e+00,3.750000000000000000e-01,3.084192439862543100e-01
4.800000000000000000e+03,1.757074594497680664e+00,1.724437832832336426e+00,2.812500000000000000e-01,3.114261168384879763e-01
4.900000000000000000e+03,1.844869375228881836e+00,1.829459428787231445e+00,3.281250000000000000e-01,2.773482245131729806e-01
5.000000000000000000e+03,1.757303714752197266e+00,1.790764689445495605e+00,3.750000000000000000e-01,3.095647193585338020e-01
5.100000000000000000e+03,1.632581710815429688e+00,1.664046525955200195e+00,4.062500000000000000e-01,3.462199312714776545e-01
5.200000000000000000e+03,1.687116146087646484e+00,1.663841605186462402e+00,3.281250000000000000e-01,3.508018327605956221e-01
5.300000000000000000e+03,1.707906723022460938e+00,1.695037126541137695e+00,3.750000000000000000e-01,3.308991981672393945e-01
5.400000000000000000e+03,1.600375056266784668e+00,1.685297966003417969e+00,3.750000000000000000e-01,3.466494845360824639e-01
5.500000000000000000e+03,1.817225933074951172e+00,1.732722878456115723e+00,2.968750000000000000e-01,3.427835051546391787e-01
5.600000000000000000e+03,1.716180205345153809e+00,1.733366847038269043e+00,3.125000000000000000e-01,3.394902634593356394e-01
5.700000000000000000e+03,1.870990991592407227e+00,1.773472428321838379e+00,2.500000000000000000e-01,3.211626575028637132e-01
5.800000000000000000e+03,1.791415214538574219e+00,1.793840289115905762e+00,3.125000000000000000e-01,2.730526918671248304e-01
