# step,train_loss,test_loss,train_acc,test_acc
1.000000000000000000e+02,4.636291503906250000e+00,4.598669052124023438e+00,0.000000000000000000e+00,1.002290950744559074e-02
2.000000000000000000e+02,4.591039180755615234e+00,4.566418170928955078e+00,0.000000000000000000e+00,2.033218785796105446e-02
3.000000000000000000e+02,4.437923908233642578e+00,4.605183601379394531e+00,1.562500000000000000e-02,1.646620847651775535e-02
4.000000000000000000e+02,4.444426059722900391e+00,4.755791187286376953e+00,0.000000000000000000e+00,1.474799541809851053e-02
5.000000000000000000e+02,4.317724227905273438e+00,4.868291378021240234e+00,1.562500000000000000e-02,1.331615120274914042e-02
6.000000000000000000e+02,3.993370294570922852e+00,4.951486110687255859e+00,6.250000000000000000e-02,1.446162657502863755e-02
7.000000000000000000e+02,4.050702095031738281e+00,5.060699462890625000e+00,7.812500000000000000e-02,1.460481099656357404e-02
8.000000000000000000e+02,3.807247877120971680e+00,5.201747894287109375e+00,6.250000000000000000e-02,1.374570446735395163e-02
9.000000000000000000e+02,3.503299951553344727e+00,5.322706699371337891e+00,1.562500000000000000e-01,1.374570446735395163e-02
1.000000000000000000e+03,2.941122293472290039e+00,5.451357364654541016e+00,3.437500000000000000e-01,1.331615120274914042e-02
1.100000000000000000e+03,3.048949480056762695e+00,5.576291084289550781e+00,2.187500000000000000e-01,1.431844215349369932e-02
1.200000000000000000e+03,2.734052419662475586e+00,5.717333793640136719e+00,2.812500000000000000e-01,1.374570446735395163e-02
1.300000000000000000e+03,1.868955016136169434e+00,5.835786819458007812e+00,6.093750000000000000e-01,1.632302405498281886e-02
1.400000000000000000e+03,2.136732816696166992e+00,6.021008014678955078e+00,4.687500000000000000e-01,1.345933562428407865e-02
1.500000000000000000e+03,1.355394840240478516e+00,6.110746383666992188e+00,6.875000000000000000e-01,1.560710194730813294e-02
1.600000000000000000e+03,1.037521243095397949e+00,6.258725643157958984e+00,7.968750000000000000e-01,1.517754868270332173e-02
1.700000000000000000e+03,1.044294118881225586e+00,6.385687351226806641e+00,7.656250000000000000e-01,1.446162657502863755e-02
1.800000000000000000e+03,9.216703772544860840e-01,6.540547370910644531e+00,7.968750000000000000e-01,1.446162657502863755e-02
1.900000000000000000e+03,5.328283905982971191e-01,6.664253234863281250e+00,9.218750000000000000e-01,1.431844215349369932e-02
2.000000000000000000e+03,5.766177773475646973e-01,6.739607334136962891e+00,8.750000000000000000e-01,1.632302405498281886e-02
2.100000000000000000e+03,5.630698204040527344e-01,6.817360401153564453e+00,9.218750000000000000e-01,1.603665521191294241e-02
2.200000000000000000e+03,6.155134439468383789e-01,6.793330669403076172e+00,8.281250000000000000e-01,1.603665521191294241e-02
2.300000000000000000e+03,4.280072152614593506e-01,6.818269729614257812e+00,9.062500000000000000e-01,1.703894616265750131e-02
2.400000000000000000e+03,4.842171072959899902e-01,6.877179622650146484e+00,9.375000000000000000e-01,1.632302405498281886e-02
2.500000000000000000e+03,4.010070562362670898e-01,6.862505435943603516e+00,9.218750000000000000e-01,1.861397479954180964e-02
2.600000000000000000e+03,3.881475329399108887e-01,6.816751480102539062e+00,9.062500000000000000e-01,1.947308132875143205e-02
2.700000000000000000e+03,6.459019780158996582e-01,6.866577625274658203e+00,7.968750000000000000e-01,1.875715922107674613e-02
2.800000000000000000e+03,3.400966823101043701e-01,6.870989799499511719e+00,9.062500000000000000e-01,1.732531500572737776e-02
2.900000000000000000e+03,5.175071954727172852e-01,6.899070262908935547e+00,8.593750000000000000e-01,1.732531500572737776e-02
3.000000000000000000e+03,2.234974503517150879e-01,6.978913784027099609e+00,9.531250000000000000e-01,1.875715922107674613e-02
3.100000000000000000e+03,3.460234105587005615e-01,6.950022697448730469e+00,9.218750000000000000e-01,2.018900343642611797e-02
3.200000000000000000e+03,2.124277055263519287e-01,7.021542072296142578e+00,9.531250000000000000e-01,1.789805269186712372e-02
3.300000000000000000e+03,2.441073507070541382e-01,7.010033130645751953e+00,9.531250000000000000e-01,1.861397479954180964e-02
3.400000000000000000e+03,2.871600389480590820e-01,6.968565940856933594e+00,9.375000000000000000e-01,1.990263459335624152e-02
3.500000000000000000e+03,2.404690384864807129e-01,6.984459877014160156e+00,9.843750000000000000e-01,1.947308132875143205e-02
3.600000000000000000e+03,3.069612383842468262e-01,6.958497047424316406e+00,9.062500000000000000e-01,1.818442153493700017e-02
3.700000000000000000e+03,6.122699379920959473e-01,6.939497470855712891e+00,8.333333333333333703e-01,1.990263459335624152e-02
3.800000000000000000e+03,3.115800917148590088e-01,6.871200084686279297e+00,9.062500000000000000e-01,2.076174112256586393e-02
3.900000000000000000e+03,2.131238579750061035e-01,6.874972820281982422e+00,9.531250000000000000e-01,2.076174112256586393e-02
4.000000000000000000e+03,2.424840480089187622e-01,6.913674831390380859e+00,9.531250000000000000e-01,2.018900343642611797e-02
4.100000000000000000e+03,1.654457449913024902e-01,6.883546829223632812e+00,9.531250000000000000e-01,2.190721649484535932e-02
4.200000000000000000e+03,2.841835319995880127e-01,6.771266460418701172e+00,9.531250000000000000e-01,2.033218785796105446e-02
4.300000000000000000e+03,1.383953541517257690e-01,6.909435749053955078e+00,9.687500000000000000e-01,2.076174112256586393e-02
4.400000000000000000e+03,3.831229209899902344e-01,6.700044155120849609e+00,8.906250000000000000e-01,2.348224513172966765e-02
4.500000000000000000e+03,2.504023313522338867e-01,6.706862926483154297e+00,9.375000000000000000e-01,2.448453608247422655e-02
4.600000000000000000e+03,2.477509081363677979e-01,6.548585414886474609e+00,9.531250000000000000e-01,2.419816723940435357e-02
4.700000000000000000e+03,8.781044185161590576e-02,6.614761829376220703e+00,1.000000000000000000e+00,2.505727376861397598e-02
4.800000000000000000e+03,1.812758296728134155e-01,6.422702312469482422e+00,9.687500000000000000e-01,2.505727376861397598e-02
4.900000000000000000e+03,4.702687561511993408e-01,6.384040832519531250e+00,8.906250000000000000e-01,2.591638029782359839e-02
5.000000000000000000e+03,1.398080736398696899e-01,6.296813011169433594e+00,9.687500000000000000e-01,2.634593356242840786e-02
5.100000000000000000e+03,3.608839809894561768e-01,6.078247070312500000e+00,8.750000000000000000e-01,3.307560137457044719e-02
5.200000000000000000e+03,3.164440393447875977e-01,5.843300819396972656e+00,9.375000000000000000e-01,3.722794959908361928e-02
5.300000000000000000e+03,2.327414602041244507e-01,5.645398139953613281e+00,9.531250000000000000e-01,4.739404352806414478e-02
5.400000000000000000e+03,9.930032491683959961e-02,5.299012660980224609e+00,1.000000000000000000e+00,5.355097365406643467e-02
5.500000000000000000e+03,3.049443066120147705e-01,5.080725669860839844e+00,9.218750000000000000e-01,6.085337915234822342e-02
5.600000000000000000e+03,2.676048278808593750e-01,4.758238315582275391e+00,9.375000000000000000e-01,7.345360824742268313e-02
5.700000000000000000e+03,1.527187228202819824e-01,4.808292865753173828e+00,9.687500000000000000e-01,7.302405498281787366e-02
5.800000000000000000e+03,2.116828709840774536e-01,4.443187713623046875e+00,9.531250000000000000e-01,8.877434135166094309e-02
5.900000000000000000e+03,2.449539601802825928e-01,4.406229972839355469e+00,9.531250000000000000e-01,9.464490263459335306e-02
6.000000000000000000e+03,1.662898063659667969e-01,4.148532867431640625e+00,9.687500000000000000e-01,1.121134020618556743e-01
6.100000000000000000e+03,2.130574136972427368e-01,4.044332027435302734e+00,9.531250000000000000e-01,1.282932416953035393e-01
6.200000000000000000e+03,1.413890272378921509e-01,3.849798440933227539e+00,9.531250000000000000e-01,1.311569301260022968e-01
6.300000000000000000e+03,1.545963883399963379e-01,3.480627059936523438e+00,9.843750000000000000e-01,1.818442153493699809e-01
6.400000000000000000e+03,1.833348572254180908e-01,2.910777091979980469e+00,9.375000000000000000e-01,2.459908361970217505e-01
6.500000000000000000e+03,2.116403430700302124e-01,2.485958099365234375e+00,9.531250000000000000e-01,3.221649484536082686e-01
6.600000000000000000e+03,1.465519666671752930e-01,9.330614805221557617e-01,9.531250000000000000e-01,7.001718213058418794e-01
6.700000000000000000e+03,1.585452705621719360e-01,2.582268714904785156e-01,9.687500000000000000e-01,9.410080183276059440e-01
6.800000000000000000e+03,3.756351023912429810e-02,1.079602614045143127e-01,1.000000000000000000e+00,9.821019473081328277e-01
