# step,train_loss,test_loss,train_acc,test_acc
1.000000000000000000e+02,4.771729469299316406e+00,4.761774063110351562e+00,1.785714285714285615e-02,7.726845567505482258e-03
2.000000000000000000e+02,4.756935119628906250e+00,4.757272243499755859e+00,0.000000000000000000e+00,8.144512895478751499e-03
3.000000000000000000e+02,4.702694416046142578e+00,4.769185543060302734e+00,0.000000000000000000e+00,6.369426751592357008e-03
4.000000000000000000e+02,4.707104206085205078e+00,4.815915584564208984e+00,0.000000000000000000e+00,6.265009919599039481e-03
5.000000000000000000e+02,4.701250553131103516e+00,4.878244400024414062e+00,3.571428571428571230e-02,3.654589119766106509e-03
6.000000000000000000e+02,4.595848083496093750e+00,4.960293292999267578e+00,0.000000000000000000e+00,3.654589119766106509e-03
7.000000000000000000e+02,4.542183399200439453e+00,5.018768310546875000e+00,3.571428571428571230e-02,1.670669311893077181e-03
8.000000000000000000e+02,4.566329002380371094e+00,5.092765331268310547e+00,0.000000000000000000e+00,1.775086143886394491e-03
9.000000000000000000e+02,4.263092517852783203e+00,5.144848823547363281e+00,5.357142857142856845e-02,1.983919807873029111e-03
1.000000000000000000e+03,4.323933124542236328e+00,5.231715679168701172e+00,5.357142857142856845e-02,2.819254463819567593e-03
1.100000000000000000e+03,4.114145755767822266e+00,5.291568756103515625e+00,0.000000000000000000e+00,2.088336639866346638e-03
1.200000000000000000e+03,4.132778644561767578e+00,5.368707656860351562e+00,8.928571428571428770e-02,1.983919807873029111e-03
1.300000000000000000e+03,3.944127321243286133e+00,5.429739475250244141e+00,7.142857142857142461e-02,2.714837631826250500e-03
1.400000000000000000e+03,3.721710681915283203e+00,5.520965576171875000e+00,1.428571428571428492e-01,3.236921791792836834e-03
1.500000000000000000e+03,3.992835760116577148e+00,5.610535621643066406e+00,7.142857142857142461e-02,2.923671295812885120e-03
1.600000000000000000e+03,3.646978139877319336e+00,5.698216438293457031e+00,1.071428571428571369e-01,2.401587135846298352e-03
1.700000000000000000e+03,3.251427412033081055e+00,5.803316116333007812e+00,2.678571428571428492e-01,3.236921791792836834e-03
1.800000000000000000e+03,3.518335580825805664e+00,5.914602279663085938e+00,1.428571428571428492e-01,3.341338623786154361e-03
1.900000000000000000e+03,3.203770875930786133e+00,6.003489971160888672e+00,2.678571428571428492e-01,4.072256447739375750e-03
2.000000000000000000e+03,2.906190633773803711e+00,6.154007434844970703e+00,2.857142857142856984e-01,3.550172287772788982e-03
2.100000000000000000e+03,2.430340528488159180e+00,6.224259376525878906e+00,4.285714285714285476e-01,3.967839615746058222e-03
2.200000000000000000e+03,2.562956333160400391e+00,6.322248458862304688e+00,2.678571428571428492e-01,4.698757439699279177e-03
2.300000000000000000e+03,2.490278005599975586e+00,6.450664997100830078e+00,3.750000000000000000e-01,3.967839615746058222e-03
2.400000000000000000e+03,2.204623460769653320e+00,6.546070098876953125e+00,4.107142857142856984e-01,4.489923775712644990e-03
2.500000000000000000e+03,1.901927232742309570e+00,6.731126308441162109e+00,5.178571428571429047e-01,4.176673279732693277e-03
2.600000000000000000e+03,2.170737743377685547e+00,6.786638259887695312e+00,4.464285714285714524e-01,4.489923775712644990e-03
2.700000000000000000e+03,1.621931433677673340e+00,6.905567169189453125e+00,6.071428571428570953e-01,4.698757439699279177e-03
2.800000000000000000e+03,1.497348070144653320e+00,7.009480953216552734e+00,6.428571428571429047e-01,3.550172287772788982e-03
2.900000000000000000e+03,1.427822113037109375e+00,7.095630168914794922e+00,6.428571428571429047e-01,4.907591103685914231e-03
3.000000000000000000e+03,1.474778413772583008e+00,7.241185665130615234e+00,5.535714285714286031e-01,4.803174271692596704e-03
3.100000000000000000e+03,1.252843618392944336e+00,7.292592048645019531e+00,6.785714285714286031e-01,3.550172287772788982e-03
3.200000000000000000e+03,1.278353333473205566e+00,7.303522586822509766e+00,6.607142857142856984e-01,4.281090111726009936e-03
3.300000000000000000e+03,1.057338953018188477e+00,7.368973255157470703e+00,7.857142857142856984e-01,3.967839615746058222e-03
3.400000000000000000e+03,9.502323865890502930e-01,7.485451698303222656e+00,8.214285714285713969e-01,3.967839615746058222e-03
