# step,train_loss,test_loss,train_acc,test_acc
1.000000000000000000e+02,4.794396400451660156e+00,4.757164478302001953e+00,1.785714285714285615e-02,8.040096063485433972e-03
2.000000000000000000e+02,4.685328960418701172e+00,4.755409717559814453e+00,1.785714285714285615e-02,8.562180223452019873e-03
3.000000000000000000e+02,4.707586765289306641e+00,4.763514995574951172e+00,1.785714285714285615e-02,8.144512895478751499e-03
4.000000000000000000e+02,4.730057716369628906e+00,4.782885551452636719e+00,0.000000000000000000e+00,6.056176255612404427e-03
5.000000000000000000e+02,4.668547153472900391e+00,4.895223140716552734e+00,0.000000000000000000e+00,3.863422783752741129e-03
6.000000000000000000e+02,4.560926914215087891e+00,5.005643844604492188e+00,0.000000000000000000e+00,2.192753471859663732e-03
7.000000000000000000e+02,4.392900466918945312e+00,5.109611034393310547e+00,5.357142857142856845e-02,1.879502975879711801e-03
8.000000000000000000e+02,4.419126033782958984e+00,5.204905986785888672e+00,1.785714285714285615e-02,1.566252479899759870e-03
9.000000000000000000e+02,4.292429924011230469e+00,5.298185348510742188e+00,1.785714285714285615e-02,1.148585151926490629e-03
1.000000000000000000e+03,4.118403911590576172e+00,5.374308109283447266e+00,7.142857142857142461e-02,1.357418815913125250e-03
1.100000000000000000e+03,3.999004602432250977e+00,5.483767986297607422e+00,8.928571428571428770e-02,9.397514879398559005e-04
1.200000000000000000e+03,3.833494901657104492e+00,5.570438385009765625e+00,1.250000000000000000e-01,1.983919807873029111e-03
1.300000000000000000e+03,3.531027078628540039e+00,5.666252613067626953e+00,2.142857142857142738e-01,2.297170303852981259e-03
1.400000000000000000e+03,3.654771566390991211e+00,5.779451847076416016e+00,1.785714285714285615e-02,2.506003967839615879e-03
1.500000000000000000e+03,3.277897119522094727e+00,5.875833034515380859e+00,2.142857142857142738e-01,3.028088127806202214e-03
1.600000000000000000e+03,2.901150465011596680e+00,5.970198631286621094e+00,2.500000000000000000e-01,3.759005951759423602e-03
1.700000000000000000e+03,2.717705488204956055e+00,6.061757564544677734e+00,2.857142857142856984e-01,3.654589119766106509e-03
1.800000000000000000e+03,2.672634124755859375e+00,6.139444351196289062e+00,3.392857142857143016e-01,4.489923775712644990e-03
1.900000000000000000e+03,2.167433977127075195e+00,6.196685314178466797e+00,4.642857142857143016e-01,5.742925759632452713e-03
2.000000000000000000e+03,2.039876461029052734e+00,6.186730861663818359e+00,4.821428571428571508e-01,8.144512895478751499e-03
2.100000000000000000e+03,1.945957422256469727e+00,6.074008464813232422e+00,5.178571428571429047e-01,8.979847551425289981e-03
2.200000000000000000e+03,1.608377337455749512e+00,5.789525032043457031e+00,6.250000000000000000e-01,1.514044063903101194e-02
2.300000000000000000e+03,1.453718543052673340e+00,5.369757175445556641e+00,6.428571428571429047e-01,2.088336639866346378e-02
2.400000000000000000e+03,1.122866868972778320e+00,4.858608245849609375e+00,7.678571428571429047e-01,3.623264070168111251e-02
2.500000000000000000e+03,9.002277255058288574e-01,4.322436809539794922e+00,8.392857142857143016e-01,5.199958233267202440e-02
2.600000000000000000e+03,5.725838541984558105e-01,3.817214727401733398e+00,9.642857142857143016e-01,9.167797849013260836e-02
2.700000000000000000e+03,5.417554974555969238e-01,3.273294925689697266e+00,9.107142857142856984e-01,1.468100657826041655e-01
2.800000000000000000e+03,3.512894809246063232e-01,2.550595760345458984e+00,9.642857142857143016e-01,2.461104730082489256e-01
2.900000000000000000e+03,2.593447566032409668e-01,1.877274274826049805e+00,9.821428571428570953e-01,3.891615328390936601e-01
3.000000000000000000e+03,2.120652645826339722e-01,1.420037150382995605e+00,1.000000000000000000e+00,5.249034144304062233e-01
3.100000000000000000e+03,1.696853786706924438e-01,1.239468336105346680e+00,1.000000000000000000e+00,5.817061710347708470e-01
3.200000000000000000e+03,2.162361443042755127e-01,1.027052760124206543e+00,9.642857142857143016e-01,6.506212801503602483e-01
3.300000000000000000e+03,1.688345819711685181e-01,9.596080183982849121e-01,1.000000000000000000e+00,6.733841495249034415e-01
3.400000000000000000e+03,1.250461637973785400e-01,7.172105908393859863e-01,9.821428571428570953e-01,7.680902161428422303e-01
3.500000000000000000e+03,1.322179883718490601e-01,7.521520256996154785e-01,1.000000000000000000e+00,7.525321081758379327e-01
3.600000000000000000e+03,1.090007051825523376e-01,3.736646473407745361e-01,1.000000000000000000e+00,9.053983502140544593e-01
3.700000000000000000e+03,1.728940382599830627e-02,7.936558872461318970e-02,1.000000000000000000e+00,9.960321603842539062e-01
3.800000000000000000e+03,6.293379236012697220e-03,2.879272773861885071e-02,1.000000000000000000e+00,1.000000000000000000e+00
3.900000000000000000e+03,3.126088762655854225e-03,1.008784584701061249e-02,1.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000000e+03,2.373124212026596069e-01,4.321575462818145752e-01,9.464285714285713969e-01,8.800250600396783973e-01
4.100000000000000000e+03,5.419950000941753387e-03,9.849151596426963806e-03,1.000000000000000000e+00,9.998955831680066408e-01
4.200000000000000000e+03,2.800700487568974495e-03,5.168518982827663422e-03,1.000000000000000000e+00,1.000000000000000000e+00
4.300000000000000000e+03,2.326035872101783752e-03,3.414534730836749077e-03,1.000000000000000000e+00,1.000000000000000000e+00
4.400000000000000000e+03,1.332677900791168213e-03,1.659988076426088810e-03,1.000000000000000000e+00,1.000000000000000000e+00
4.500000000000000000e+03,5.613443208858370781e-04,7.145951385609805584e-04,1.000000000000000000e+00,1.000000000000000000e+00
4.600000000000000000e+03,3.484351933002471924e-01,3.131025135517120361e-01,9.285714285714286031e-01,9.187637047091991027e-01
4.700000000000000000e+03,2.512263599783182144e-03,3.700158791616559029e-03,1.000000000000000000e+00,1.000000000000000000e+00
4.800000000000000000e+03,2.205565804615616798e-03,3.000285709276795387e-03,1.000000000000000000e+00,1.000000000000000000e+00
4.900000000000000000e+03,1.830416847951710224e-03,2.214654348790645599e-03,1.000000000000000000e+00,1.000000000000000000e+00
5.000000000000000000e+03,1.021519419737160206e-03,1.217645127326250076e-03,1.000000000000000000e+00,1.000000000000000000e+00
5.100000000000000000e+03,4.625920555554330349e-04,5.343530792742967606e-04,1.000000000000000000e+00,1.000000000000000000e+00
5.200000000000000000e+03,9.313569068908691406e-01,6.730284690856933594e-01,7.321428571428570953e-01,7.954474261250913392e-01
5.300000000000000000e+03,4.453300032764673233e-03,5.025318358093500137e-03,1.000000000000000000e+00,1.000000000000000000e+00
5.400000000000000000e+03,2.232758561149239540e-03,3.052257699891924858e-03,1.000000000000000000e+00,1.000000000000000000e+00
5.500000000000000000e+03,2.079716650769114494e-03,2.365045715123414993e-03,1.000000000000000000e+00,1.000000000000000000e+00
5.600000000000000000e+03,1.307559548877179623e-03,1.426771632395684719e-03,1.000000000000000000e+00,1.000000000000000000e+00
5.700000000000000000e+03,6.434476235881447792e-04,6.752141634933650494e-04,1.000000000000000000e+00,1.000000000000000000e+00
5.800000000000000000e+03,2.751354768406599760e-04,2.895572979468852282e-04,1.000000000000000000e+00,1.000000000000000000e+00
5.900000000000000000e+03,7.453517615795135498e-02,5.320858582854270935e-02,9.821428571428570953e-01,9.951968257283073660e-01
6.000000000000000000e+03,6.435324437916278839e-03,2.439742907881736755e-02,1.000000000000000000e+00,9.961365772162472654e-01
6.100000000000000000e+03,1.638866961002349854e-03,2.958190394565463066e-03,1.000000000000000000e+00,9.998955831680066408e-01
6.200000000000000000e+03,1.644403091631829739e-03,2.205017721280455589e-03,1.000000000000000000e+00,9.998955831680066408e-01
6.300000000000000000e+03,1.071461359970271587e-03,1.209443318657577038e-03,1.000000000000000000e+00,1.000000000000000000e+00
6.400000000000000000e+03,5.193401011638343334e-04,5.291643319651484489e-04,1.000000000000000000e+00,1.000000000000000000e+00
6.500000000000000000e+03,4.361737519502639771e-02,6.741847097873687744e-02,1.000000000000000000e+00,9.928996554244544637e-01
6.600000000000000000e+03,2.808682387694716454e-03,3.768743947148323059e-03,1.000000000000000000e+00,1.000000000000000000e+00
6.700000000000000000e+03,2.427918603643774986e-03,2.838301705196499825e-03,1.000000000000000000e+00,1.000000000000000000e+00
6.800000000000000000e+03,1.853223773650825024e-03,1.913212821818888187e-03,1.000000000000000000e+00,1.000000000000000000e+00
6.900000000000000000e+03,9.883076418191194534e-04,1.005955738946795464e-03,1.000000000000000000e+00,1.000000000000000000e+00
7.000000000000000000e+03,4.302633460611104965e-04,4.394311690703034401e-04,1.000000000000000000e+00,1.000000000000000000e+00
7.100000000000000000e+03,1.523718088865280151e-01,2.486686408519744873e-01,9.821428571428570953e-01,9.425707424036754434e-01
7.200000000000000000e+03,3.269572043791413307e-03,4.978054668754339218e-03,1.000000000000000000e+00,9.998955831680066408e-01
7.300000000000000000e+03,2.503350144252181053e-03,2.899279585108160973e-03,1.000000000000000000e+00,1.000000000000000000e+00
7.400000000000000000e+03,1.848855172283947468e-03,1.954105915501713753e-03,1.000000000000000000e+00,1.000000000000000000e+00
7.500000000000000000e+03,1.089283148758113384e-03,1.111892750486731529e-03,1.000000000000000000e+00,1.000000000000000000e+00
7.600000000000000000e+03,4.923656815662980080e-04,4.931600415147840977e-04,1.000000000000000000e+00,1.000000000000000000e+00
7.700000000000000000e+03,2.356125478399917483e-04,2.288084651809185743e-04,1.000000000000000000e+00,1.000000000000000000e+00
7.800000000000000000e+03,1.305171567946672440e-02,1.830973662436008453e-02,1.000000000000000000e+00,9.993734990080400671e-01
7.900000000000000000e+03,1.972906757146120071e-03,3.304791403934359550e-03,1.000000000000000000e+00,9.998955831680066408e-01
8.000000000000000000e+03,1.677168183960020542e-03,2.133196452632546425e-03,1.000000000000000000e+00,1.000000000000000000e+00
8.100000000000000000e+03,1.387351891025900841e-03,1.472944859415292740e-03,1.000000000000000000e+00,1.000000000000000000e+00
8.200000000000000000e+03,7.430403493344783783e-04,8.451902540400624275e-04,1.000000000000000000e+00,1.000000000000000000e+00
8.300000000000000000e+03,3.471488889772444963e-04,3.768047026824206114e-04,1.000000000000000000e+00,1.000000000000000000e+00
8.400000000000000000e+03,2.824533879756927490e-01,1.854631900787353516e-01,9.464285714285713969e-01,9.599039365145661806e-01
8.500000000000000000e+03,2.615717938169836998e-03,3.261659294366836548e-03,1.000000000000000000e+00,1.000000000000000000e+00
8.600000000000000000e+03,2.145833801478147507e-03,2.417754381895065308e-03,1.000000000000000000e+00,1.000000000000000000e+00
8.700000000000000000e+03,1.673879218287765980e-03,1.652339007705450058e-03,1.000000000000000000e+00,1.000000000000000000e+00
8.800000000000000000e+03,9.471932426095008850e-04,9.761061519384384155e-04,1.000000000000000000e+00,1.000000000000000000e+00
